,0,learning,n_estimators
113,0.7557142857142858,0.060000000000000005,37
114,0.7557142857142858,0.060000000000000005,40
115,0.7571428571428572,0.060000000000000005,43
116,0.7514285714285714,0.060000000000000005,46
117,0.7542857142857142,0.060000000000000005,49
118,0.7542857142857142,0.060000000000000005,52
119,0.7571428571428572,0.060000000000000005,55
120,0.76,0.060000000000000005,58
121,0.7557142857142857,0.060000000000000005,61
122,0.7614285714285715,0.060000000000000005,64
123,0.7671428571428571,0.060000000000000005,67
124,0.7657142857142858,0.060000000000000005,70
125,0.7685714285714286,0.060000000000000005,73
126,0.7657142857142858,0.060000000000000005,76
127,0.7657142857142858,0.060000000000000005,79
128,0.7671428571428571,0.060000000000000005,82
129,0.7671428571428571,0.060000000000000005,85
130,0.7657142857142858,0.060000000000000005,88
131,0.77,0.060000000000000005,91
132,0.77,0.060000000000000005,94
133,0.7714285714285715,0.060000000000000005,97
134,0.7714285714285715,0.060000000000000005,100
135,0.77,0.060000000000000005,103
136,0.7728571428571429,0.060000000000000005,106
137,0.7742857142857142,0.060000000000000005,109
138,0.7685714285714286,0.060000000000000005,112
139,0.7642857142857143,0.060000000000000005,115
140,0.77,0.060000000000000005,118
141,0.7685714285714286,0.060000000000000005,121
142,0.7671428571428571,0.060000000000000005,124
143,0.7714285714285715,0.060000000000000005,127
144,0.77,0.060000000000000005,130
145,0.7657142857142858,0.060000000000000005,133
146,0.7657142857142858,0.060000000000000005,136
147,0.7685714285714286,0.060000000000000005,139
148,0.7642857142857143,0.060000000000000005,142
149,0.7642857142857143,0.060000000000000005,145
150,0.7657142857142858,0.060000000000000005,148
151,0.7657142857142858,0.060000000000000005,151
152,0.7642857142857143,0.060000000000000005,154
153,0.7642857142857143,0.060000000000000005,157
154,0.7657142857142858,0.060000000000000005,160
155,0.7657142857142858,0.060000000000000005,163
156,0.7657142857142858,0.060000000000000005,166
157,0.7628571428571429,0.060000000000000005,169
158,0.7642857142857143,0.060000000000000005,172
159,0.7657142857142858,0.060000000000000005,175
160,0.7657142857142858,0.060000000000000005,178
161,0.7642857142857143,0.060000000000000005,181
162,0.7671428571428571,0.060000000000000005,184
163,0.7685714285714286,0.060000000000000005,187
164,0.7642857142857143,0.060000000000000005,190
165,0.7642857142857143,0.060000000000000005,193
166,0.7642857142857143,0.060000000000000005,196
167,0.76,0.060000000000000005,199
168,0.7585714285714287,0.060000000000000005,202
169,0.76,0.060000000000000005,205
170,0.7614285714285715,0.060000000000000005,208
171,0.7642857142857143,0.060000000000000005,211
172,0.7657142857142858,0.060000000000000005,214
173,0.7685714285714286,0.060000000000000005,217
174,0.77,0.060000000000000005,220
175,0.7685714285714286,0.060000000000000005,223
176,0.7685714285714286,0.060000000000000005,226
177,0.7671428571428571,0.060000000000000005,229
178,0.7614285714285715,0.060000000000000005,232
179,0.7628571428571429,0.060000000000000005,235
180,0.76,0.060000000000000005,238
181,0.7614285714285715,0.060000000000000005,241
182,0.7642857142857143,0.060000000000000005,244
183,0.7642857142857143,0.060000000000000005,247
184,0.7585714285714287,0.060000000000000005,250
185,0.7571428571428572,0.060000000000000005,253
186,0.76,0.060000000000000005,256
187,0.7585714285714287,0.060000000000000005,259
188,0.76,0.060000000000000005,262
189,0.76,0.060000000000000005,265
190,0.76,0.060000000000000005,268
191,0.7628571428571429,0.060000000000000005,271
192,0.76,0.060000000000000005,274
193,0.7614285714285715,0.060000000000000005,277
194,0.7628571428571429,0.060000000000000005,280
195,0.7628571428571429,0.060000000000000005,283
196,0.7614285714285715,0.060000000000000005,286
197,0.7614285714285715,0.060000000000000005,289
198,0.7614285714285715,0.060000000000000005,292
199,0.76,0.060000000000000005,295
200,0.76,0.060000000000000005,298
201,0.76,0.060000000000000005,301
202,0.722857142857143,0.07,1
203,0.7371428571428572,0.07,4
204,0.7414285714285714,0.07,7
205,0.7428571428571429,0.07,10
206,0.75,0.07,13
207,0.7585714285714286,0.07,16
208,0.7528571428571429,0.07,19
209,0.7542857142857142,0.07,22
210,0.7528571428571429,0.07,25
211,0.7542857142857142,0.07,28
212,0.75,0.07,31
213,0.7571428571428571,0.07,34
214,0.7585714285714286,0.07,37
215,0.7585714285714286,0.07,40
216,0.7542857142857142,0.07,43
217,0.7557142857142857,0.07,46
218,0.7614285714285715,0.07,49
219,0.7585714285714286,0.07,52
220,0.7657142857142857,0.07,55
221,0.7614285714285715,0.07,58
222,0.7628571428571429,0.07,61
223,0.76,0.07,64
224,0.76,0.07,67
225,0.7628571428571429,0.07,70
226,0.7671428571428571,0.07,73
227,0.7671428571428571,0.07,76
228,0.77,0.07,79
229,0.7714285714285715,0.07,82
230,0.7771428571428571,0.07,85
231,0.7785714285714286,0.07,88
232,0.7814285714285714,0.07,91
233,0.7757142857142857,0.07,94
234,0.7742857142857142,0.07,97
235,0.7771428571428571,0.07,100
236,0.7742857142857142,0.07,103
237,0.7757142857142857,0.07,106
238,0.7757142857142857,0.07,109
239,0.7714285714285715,0.07,112
240,0.7714285714285715,0.07,115
241,0.7685714285714285,0.07,118
242,0.7685714285714285,0.07,121
243,0.7628571428571428,0.07,124
244,0.7671428571428571,0.07,127
245,0.7671428571428571,0.07,130
246,0.7685714285714285,0.07,133
247,0.7685714285714285,0.07,136
248,0.7685714285714286,0.07,139
249,0.7685714285714286,0.07,142
250,0.7685714285714286,0.07,145
251,0.7671428571428571,0.07,148
252,0.7671428571428571,0.07,151
253,0.7671428571428571,0.07,154
254,0.7657142857142858,0.07,157
255,0.7642857142857143,0.07,160
256,0.7614285714285715,0.07,163
257,0.7614285714285713,0.07,166
258,0.76,0.07,169
259,0.7671428571428571,0.07,172
260,0.7642857142857142,0.07,175
261,0.7657142857142858,0.07,178
262,0.7614285714285713,0.07,181
263,0.7628571428571428,0.07,184
264,0.7671428571428571,0.07,187
265,0.76,0.07,190
266,0.76,0.07,193
267,0.76,0.07,196
268,0.7571428571428571,0.07,199
269,0.7585714285714286,0.07,202
270,0.7585714285714286,0.07,205
271,0.7585714285714286,0.07,208
272,0.7585714285714286,0.07,211
273,0.7585714285714286,0.07,214
274,0.7571428571428571,0.07,217
275,0.76,0.07,220
276,0.7614285714285713,0.07,223
277,0.7614285714285713,0.07,226
278,0.7614285714285713,0.07,229
279,0.7628571428571429,0.07,232
280,0.7628571428571429,0.07,235
281,0.7614285714285715,0.07,238
282,0.76,0.07,241
283,0.7614285714285715,0.07,244
284,0.7614285714285715,0.07,247
285,0.7628571428571429,0.07,250
286,0.7671428571428571,0.07,253
287,0.7657142857142858,0.07,256
288,0.7657142857142858,0.07,259
289,0.7671428571428571,0.07,262
290,0.7642857142857143,0.07,265
291,0.7642857142857143,0.07,268
292,0.7628571428571429,0.07,271
293,0.7628571428571429,0.07,274
294,0.7628571428571429,0.07,277
295,0.7628571428571429,0.07,280
296,0.7642857142857143,0.07,283
297,0.7657142857142858,0.07,286
298,0.7671428571428571,0.07,289
299,0.7642857142857143,0.07,292
300,0.7642857142857143,0.07,295
301,0.7642857142857143,0.07,298
302,0.7642857142857143,0.07,301
303,0.722857142857143,0.08000000000000002,1
304,0.7414285714285714,0.08000000000000002,4
305,0.7457142857142858,0.08000000000000002,7
306,0.76,0.08000000000000002,10
307,0.7571428571428571,0.08000000000000002,13
308,0.7614285714285713,0.08000000000000002,16
309,0.7557142857142857,0.08000000000000002,19
310,0.7571428571428571,0.08000000000000002,22
311,0.76,0.08000000000000002,25
312,0.7585714285714286,0.08000000000000002,28
313,0.7685714285714285,0.08000000000000002,31
314,0.7699999999999999,0.08000000000000002,34
315,0.7714285714285715,0.08000000000000002,37
316,0.77,0.08000000000000002,40
317,0.7742857142857142,0.08000000000000002,43
318,0.7714285714285715,0.08000000000000002,46
319,0.7657142857142858,0.08000000000000002,49
320,0.77,0.08000000000000002,52
321,0.7785714285714286,0.08000000000000002,55
322,0.7742857142857142,0.08000000000000002,58
323,0.7757142857142857,0.08000000000000002,61
324,0.78,0.08000000000000002,64
325,0.7757142857142857,0.08000000000000002,67
326,0.7742857142857142,0.08000000000000002,70
327,0.7728571428571429,0.08000000000000002,73
328,0.7714285714285715,0.08000000000000002,76
329,0.7728571428571429,0.08000000000000002,79
330,0.7742857142857142,0.08000000000000002,82
331,0.7742857142857142,0.08000000000000002,85
332,0.7757142857142857,0.08000000000000002,88
333,0.7685714285714285,0.08000000000000002,91
334,0.7671428571428571,0.08000000000000002,94
335,0.7671428571428571,0.08000000000000002,97
336,0.7714285714285715,0.08000000000000002,100
337,0.7714285714285715,0.08000000000000002,103
338,0.7685714285714285,0.08000000000000002,106
339,0.7714285714285714,0.08000000000000002,109
340,0.7657142857142857,0.08000000000000002,112
341,0.7685714285714286,0.08000000000000002,115
342,0.7657142857142857,0.08000000000000002,118
343,0.7671428571428571,0.08000000000000002,121
344,0.7642857142857142,0.08000000000000002,124
345,0.7657142857142857,0.08000000000000002,127
346,0.7585714285714286,0.08000000000000002,130
347,0.7614285714285713,0.08000000000000002,133
348,0.7642857142857142,0.08000000000000002,136
349,0.7671428571428571,0.08000000000000002,139
350,0.7657142857142857,0.08000000000000002,142
351,0.7685714285714285,0.08000000000000002,145
352,0.7642857142857142,0.08000000000000002,148
353,0.7657142857142857,0.08000000000000002,151
354,0.7657142857142858,0.08000000000000002,154
355,0.7671428571428571,0.08000000000000002,157
356,0.7671428571428571,0.08000000000000002,160
357,0.7685714285714286,0.08000000000000002,163
358,0.7685714285714286,0.08000000000000002,166
359,0.7657142857142857,0.08000000000000002,169
360,0.7657142857142857,0.08000000000000002,172
361,0.7671428571428571,0.08000000000000002,175
362,0.7657142857142857,0.08000000000000002,178
363,0.7642857142857143,0.08000000000000002,181
364,0.7642857142857143,0.08000000000000002,184
365,0.7614285714285713,0.08000000000000002,187
366,0.7628571428571428,0.08000000000000002,190
367,0.7614285714285713,0.08000000000000002,193
368,0.76,0.08000000000000002,196
369,0.7628571428571428,0.08000000000000002,199
370,0.7614285714285713,0.08000000000000002,202
371,0.7614285714285713,0.08000000000000002,205
372,0.7628571428571428,0.08000000000000002,208
373,0.7671428571428571,0.08000000000000002,211
374,0.7685714285714285,0.08000000000000002,214
375,0.7714285714285714,0.08000000000000002,217
376,0.7728571428571428,0.08000000000000002,220
377,0.7714285714285714,0.08000000000000002,223
378,0.7699999999999999,0.08000000000000002,226
379,0.7728571428571428,0.08000000000000002,229
380,0.7714285714285714,0.08000000000000002,232
381,0.7699999999999999,0.08000000000000002,235
382,0.7699999999999999,0.08000000000000002,238
383,0.7699999999999999,0.08000000000000002,241
384,0.7714285714285714,0.08000000000000002,244
385,0.7742857142857142,0.08000000000000002,247
386,0.7742857142857142,0.08000000000000002,250
387,0.7742857142857142,0.08000000000000002,253
388,0.7728571428571428,0.08000000000000002,256
389,0.7757142857142856,0.08000000000000002,259
390,0.7757142857142856,0.08000000000000002,262
391,0.7699999999999999,0.08000000000000002,265
392,0.7671428571428571,0.08000000000000002,268
393,0.7714285714285714,0.08000000000000002,271
394,0.7657142857142857,0.08000000000000002,274
395,0.7699999999999999,0.08000000000000002,277
396,0.7671428571428571,0.08000000000000002,280
397,0.7642857142857142,0.08000000000000002,283
398,0.7657142857142857,0.08000000000000002,286
399,0.7671428571428571,0.08000000000000002,289
400,0.7671428571428571,0.08000000000000002,292
401,0.7671428571428571,0.08000000000000002,295
402,0.7685714285714285,0.08000000000000002,298
403,0.7685714285714285,0.08000000000000002,301
404,0.722857142857143,0.09000000000000001,1
405,0.74,0.09000000000000001,4
406,0.7514285714285714,0.09000000000000001,7
407,0.7614285714285713,0.09000000000000001,10
408,0.7571428571428571,0.09000000000000001,13
409,0.7571428571428571,0.09000000000000001,16
410,0.7628571428571428,0.09000000000000001,19
411,0.7585714285714286,0.09000000000000001,22
412,0.7571428571428571,0.09000000000000001,25
413,0.7614285714285715,0.09000000000000001,28
414,0.7614285714285715,0.09000000000000001,31
415,0.7642857142857142,0.09000000000000001,34
416,0.7685714285714286,0.09000000000000001,37
417,0.7657142857142858,0.09000000000000001,40
418,0.7657142857142857,0.09000000000000001,43
419,0.7628571428571428,0.09000000000000001,46
420,0.76,0.09000000000000001,49
421,0.7642857142857143,0.09000000000000001,52
422,0.7642857142857143,0.09000000000000001,55
423,0.7657142857142858,0.09000000000000001,58
424,0.7642857142857143,0.09000000000000001,61
425,0.7657142857142858,0.09000000000000001,64
426,0.7685714285714286,0.09000000000000001,67
427,0.7685714285714286,0.09000000000000001,70
428,0.7728571428571429,0.09000000000000001,73
429,0.7714285714285715,0.09000000000000001,76
430,0.7685714285714286,0.09000000000000001,79
431,0.7671428571428571,0.09000000000000001,82
432,0.77,0.09000000000000001,85
433,0.7714285714285715,0.09000000000000001,88
434,0.7685714285714286,0.09000000000000001,91
435,0.77,0.09000000000000001,94
436,0.7671428571428571,0.09000000000000001,97
437,0.7671428571428571,0.09000000000000001,100
438,0.7628571428571429,0.09000000000000001,103
439,0.7628571428571429,0.09000000000000001,106
440,0.7628571428571429,0.09000000000000001,109
441,0.7671428571428571,0.09000000000000001,112
442,0.7614285714285715,0.09000000000000001,115
443,0.7614285714285715,0.09000000000000001,118
444,0.7628571428571429,0.09000000000000001,121
445,0.7642857142857143,0.09000000000000001,124
446,0.7628571428571429,0.09000000000000001,127
447,0.7614285714285715,0.09000000000000001,130
448,0.7585714285714286,0.09000000000000001,133
449,0.76,0.09000000000000001,136
450,0.7628571428571428,0.09000000000000001,139
451,0.7614285714285713,0.09000000000000001,142
452,0.76,0.09000000000000001,145
453,0.7642857142857143,0.09000000000000001,148
454,0.7628571428571429,0.09000000000000001,151
455,0.76,0.09000000000000001,154
456,0.7628571428571429,0.09000000000000001,157
457,0.7614285714285715,0.09000000000000001,160
458,0.7628571428571429,0.09000000000000001,163
459,0.7642857142857143,0.09000000000000001,166
460,0.7642857142857143,0.09000000000000001,169
461,0.7671428571428571,0.09000000000000001,172
462,0.7671428571428571,0.09000000000000001,175
463,0.7657142857142858,0.09000000000000001,178
464,0.7685714285714286,0.09000000000000001,181
465,0.7671428571428571,0.09000000000000001,184
466,0.7671428571428571,0.09000000000000001,187
467,0.7685714285714286,0.09000000000000001,190
468,0.7685714285714286,0.09000000000000001,193
469,0.77,0.09000000000000001,196
470,0.7714285714285715,0.09000000000000001,199
471,0.7714285714285715,0.09000000000000001,202
472,0.7714285714285715,0.09000000000000001,205
473,0.77,0.09000000000000001,208
474,0.7685714285714286,0.09000000000000001,211
475,0.7671428571428571,0.09000000000000001,214
476,0.7657142857142858,0.09000000000000001,217
477,0.7671428571428571,0.09000000000000001,220
478,0.7614285714285715,0.09000000000000001,223
479,0.7642857142857143,0.09000000000000001,226
480,0.7628571428571429,0.09000000000000001,229
481,0.7628571428571429,0.09000000000000001,232
482,0.7642857142857143,0.09000000000000001,235
483,0.76,0.09000000000000001,238
484,0.7585714285714286,0.09000000000000001,241
485,0.7628571428571428,0.09000000000000001,244
486,0.76,0.09000000000000001,247
487,0.7614285714285713,0.09000000000000001,250
488,0.7628571428571428,0.09000000000000001,253
489,0.7614285714285713,0.09000000000000001,256
490,0.7614285714285713,0.09000000000000001,259
491,0.7628571428571428,0.09000000000000001,262
492,0.7614285714285713,0.09000000000000001,265
493,0.7628571428571428,0.09000000000000001,268
494,0.7614285714285713,0.09000000000000001,271
495,0.76,0.09000000000000001,274
496,0.76,0.09000000000000001,277
497,0.7614285714285713,0.09000000000000001,280
498,0.7628571428571428,0.09000000000000001,283
499,0.7642857142857142,0.09000000000000001,286
500,0.7628571428571429,0.09000000000000001,289
501,0.7642857142857143,0.09000000000000001,292
502,0.7671428571428571,0.09000000000000001,295
503,0.7642857142857143,0.09000000000000001,298
504,0.7642857142857143,0.09000000000000001,301
505,0.722857142857143,0.1,1
506,0.7357142857142858,0.1,4
507,0.7528571428571429,0.1,7
508,0.75,0.1,10
509,0.7542857142857142,0.1,13
510,0.7528571428571429,0.1,16
511,0.75,0.1,19
512,0.7585714285714287,0.1,22
513,0.7528571428571429,0.1,25
514,0.7585714285714286,0.1,28
515,0.7642857142857143,0.1,31
516,0.7614285714285715,0.1,34
517,0.7671428571428571,0.1,37
518,0.7642857142857143,0.1,40
519,0.76,0.1,43
520,0.7628571428571429,0.1,46
521,0.7628571428571428,0.1,49
522,0.7585714285714286,0.1,52
523,0.7642857142857143,0.1,55
524,0.7657142857142858,0.1,58
525,0.7628571428571429,0.1,61
526,0.7642857142857143,0.1,64
527,0.7642857142857143,0.1,67
528,0.7657142857142858,0.1,70
529,0.7671428571428571,0.1,73
530,0.7657142857142858,0.1,76
531,0.7685714285714286,0.1,79
532,0.77,0.1,82
533,0.77,0.1,85
534,0.7685714285714286,0.1,88
535,0.7642857142857143,0.1,91
536,0.7671428571428571,0.1,94
537,0.7614285714285715,0.1,97
538,0.76,0.1,100
539,0.7557142857142857,0.1,103
540,0.7585714285714286,0.1,106
541,0.7571428571428571,0.1,109
542,0.7542857142857142,0.1,112
543,0.7528571428571429,0.1,115
544,0.7557142857142857,0.1,118
545,0.7571428571428572,0.1,121
546,0.7585714285714287,0.1,124
547,0.7585714285714287,0.1,127
548,0.7528571428571429,0.1,130
549,0.7528571428571429,0.1,133
550,0.7528571428571429,0.1,136
551,0.7542857142857142,0.1,139
552,0.7557142857142857,0.1,142
553,0.7571428571428572,0.1,145
554,0.76,0.1,148
555,0.7614285714285715,0.1,151
556,0.7614285714285715,0.1,154
557,0.7614285714285715,0.1,157
558,0.7642857142857143,0.1,160
559,0.7614285714285715,0.1,163
560,0.7614285714285715,0.1,166
561,0.76,0.1,169
562,0.7628571428571429,0.1,172
563,0.76,0.1,175
564,0.76,0.1,178
565,0.76,0.1,181
566,0.7628571428571429,0.1,184
567,0.7542857142857143,0.1,187
568,0.7542857142857142,0.1,190
569,0.7571428571428571,0.1,193
570,0.7571428571428572,0.1,196
571,0.7585714285714287,0.1,199
572,0.76,0.1,202
573,0.7628571428571429,0.1,205
574,0.7614285714285715,0.1,208
575,0.76,0.1,211
576,0.76,0.1,214
577,0.7614285714285715,0.1,217
578,0.7542857142857142,0.1,220
579,0.7542857142857142,0.1,223
580,0.7542857142857142,0.1,226
581,0.7514285714285714,0.1,229
582,0.7514285714285714,0.1,232
583,0.7528571428571429,0.1,235
584,0.7528571428571429,0.1,238
585,0.7557142857142857,0.1,241
586,0.7557142857142857,0.1,244
587,0.7542857142857142,0.1,247
588,0.7542857142857142,0.1,250
589,0.7557142857142858,0.1,253
590,0.7557142857142858,0.1,256
591,0.7557142857142857,0.1,259
592,0.7528571428571429,0.1,262
593,0.7542857142857142,0.1,265
594,0.7542857142857142,0.1,268
595,0.7542857142857142,0.1,271
596,0.7542857142857142,0.1,274
597,0.7542857142857142,0.1,277
598,0.7542857142857142,0.1,280
599,0.7571428571428572,0.1,283
600,0.7557142857142857,0.1,286
601,0.7528571428571429,0.1,289
602,0.7528571428571429,0.1,292
603,0.7585714285714287,0.1,295
604,0.7585714285714287,0.1,298
605,0.7571428571428571,0.1,301
606,0.722857142857143,0.11000000000000001,1
607,0.7357142857142858,0.11000000000000001,4
608,0.7442857142857143,0.11000000000000001,7
609,0.7542857142857142,0.11000000000000001,10
610,0.7557142857142857,0.11000000000000001,13
611,0.7528571428571429,0.11000000000000001,16
612,0.75,0.11000000000000001,19
613,0.7571428571428572,0.11000000000000001,22
614,0.7571428571428572,0.11000000000000001,25
615,0.7657142857142858,0.11000000000000001,28
616,0.7614285714285715,0.11000000000000001,31
617,0.7614285714285715,0.11000000000000001,34
618,0.76,0.11000000000000001,37
619,0.7614285714285715,0.11000000000000001,40
620,0.7642857142857143,0.11000000000000001,43
621,0.7628571428571429,0.11000000000000001,46
622,0.7685714285714285,0.11000000000000001,49
623,0.7642857142857143,0.11000000000000001,52
624,0.7628571428571428,0.11000000000000001,55
625,0.7728571428571429,0.11000000000000001,58
626,0.7699999999999999,0.11000000000000001,61
627,0.7728571428571429,0.11000000000000001,64
628,0.7714285714285715,0.11000000000000001,67
629,0.7714285714285715,0.11000000000000001,70
630,0.77,0.11000000000000001,73
631,0.7728571428571429,0.11000000000000001,76
632,0.7714285714285715,0.11000000000000001,79
633,0.7728571428571429,0.11000000000000001,82
634,0.7742857142857142,0.11000000000000001,85
635,0.7728571428571429,0.11000000000000001,88
636,0.77,0.11000000000000001,91
637,0.7642857142857142,0.11000000000000001,94
638,0.7657142857142858,0.11000000000000001,97
639,0.7714285714285715,0.11000000000000001,100
640,0.7671428571428571,0.11000000000000001,103
641,0.7685714285714286,0.11000000000000001,106
642,0.7671428571428571,0.11000000000000001,109
643,0.7657142857142858,0.11000000000000001,112
644,0.7642857142857143,0.11000000000000001,115
645,0.7642857142857143,0.11000000000000001,118
646,0.7642857142857142,0.11000000000000001,121
647,0.7628571428571429,0.11000000000000001,124
648,0.7628571428571428,0.11000000000000001,127
649,0.7671428571428571,0.11000000000000001,130
650,0.7642857142857142,0.11000000000000001,133
651,0.7657142857142858,0.11000000000000001,136
652,0.7671428571428571,0.11000000000000001,139
653,0.7657142857142858,0.11000000000000001,142
654,0.7671428571428571,0.11000000000000001,145
655,0.77,0.11000000000000001,148
656,0.7671428571428571,0.11000000000000001,151
657,0.7685714285714286,0.11000000000000001,154
658,0.7671428571428571,0.11000000000000001,157
659,0.7657142857142858,0.11000000000000001,160
660,0.7671428571428571,0.11000000000000001,163
661,0.7628571428571429,0.11000000000000001,166
662,0.7657142857142858,0.11000000000000001,169
663,0.7657142857142858,0.11000000000000001,172
664,0.7642857142857142,0.11000000000000001,175
665,0.7642857142857142,0.11000000000000001,178
666,0.7628571428571428,0.11000000000000001,181
667,0.7628571428571428,0.11000000000000001,184
668,0.7628571428571428,0.11000000000000001,187
669,0.7628571428571428,0.11000000000000001,190
670,0.7614285714285713,0.11000000000000001,193
671,0.7585714285714286,0.11000000000000001,196
672,0.7585714285714286,0.11000000000000001,199
673,0.7571428571428571,0.11000000000000001,202
674,0.7585714285714286,0.11000000000000001,205
675,0.7542857142857142,0.11000000000000001,208
676,0.76,0.11000000000000001,211
677,0.7614285714285715,0.11000000000000001,214
678,0.7585714285714286,0.11000000000000001,217
679,0.7557142857142857,0.11000000000000001,220
680,0.7542857142857142,0.11000000000000001,223
681,0.75,0.11000000000000001,226
682,0.7542857142857142,0.11000000000000001,229
683,0.7528571428571429,0.11000000000000001,232
684,0.7514285714285714,0.11000000000000001,235
685,0.7542857142857142,0.11000000000000001,238
686,0.7542857142857142,0.11000000000000001,241
687,0.7528571428571429,0.11000000000000001,244
688,0.7542857142857142,0.11000000000000001,247
689,0.7542857142857142,0.11000000000000001,250
690,0.75,0.11000000000000001,253
691,0.7557142857142857,0.11000000000000001,256
692,0.7585714285714286,0.11000000000000001,259
693,0.7571428571428571,0.11000000000000001,262
694,0.7585714285714286,0.11000000000000001,265
695,0.76,0.11000000000000001,268
696,0.7585714285714286,0.11000000000000001,271
697,0.7585714285714286,0.11000000000000001,274
698,0.7571428571428571,0.11000000000000001,277
699,0.7571428571428571,0.11000000000000001,280
700,0.7571428571428571,0.11000000000000001,283
701,0.7614285714285715,0.11000000000000001,286
702,0.7557142857142857,0.11000000000000001,289
703,0.7585714285714287,0.11000000000000001,292
704,0.7542857142857143,0.11000000000000001,295
705,0.7557142857142858,0.11000000000000001,298
706,0.7542857142857143,0.11000000000000001,301
707,0.722857142857143,0.12000000000000001,1
708,0.7371428571428572,0.12000000000000001,4
709,0.7571428571428571,0.12000000000000001,7
710,0.7542857142857142,0.12000000000000001,10
711,0.75,0.12000000000000001,13
712,0.7557142857142857,0.12000000000000001,16
713,0.7614285714285715,0.12000000000000001,19
714,0.7614285714285715,0.12000000000000001,22
715,0.7585714285714286,0.12000000000000001,25
716,0.7642857142857142,0.12000000000000001,28
717,0.7614285714285715,0.12000000000000001,31
718,0.7657142857142858,0.12000000000000001,34
719,0.7657142857142858,0.12000000000000001,37
720,0.7628571428571429,0.12000000000000001,40
721,0.7571428571428571,0.12000000000000001,43
722,0.7571428571428571,0.12000000000000001,46
723,0.7642857142857143,0.12000000000000001,49
724,0.7628571428571429,0.12000000000000001,52
725,0.76,0.12000000000000001,55
